,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Response,Complain,Country
1680,Married,75032.0,0,1,4/28/13,74,952,12,180,47,12,12,2,5,4,9,3,0,0,0,0,0,0,0,SP
1681,Married,22419.0,0,0,4/18/13,74,30,3,47,19,21,42,1,3,2,2,8,0,0,0,0,0,0,0,SP
1682,Married,22419.0,0,0,4/18/13,74,30,3,47,19,21,42,1,3,2,2,8,0,0,0,0,0,0,0,CA
1683,Married,36550.0,1,0,2/19/13,74,47,90,94,123,103,120,5,9,1,5,9,0,0,0,0,0,0,0,CA
1684,Married,75027.0,0,1,1/9/13,74,925,64,179,133,12,77,2,9,4,6,5,0,0,0,0,0,0,0,SA
1685,Single,63159.0,0,0,11/5/12,74,965,34,586,89,86,37,1,3,5,8,3,1,0,0,0,0,0,0,SP
1686,Married,54108.0,1,1,11/5/12,74,539,6,91,8,6,97,13,8,2,9,8,0,0,0,0,0,0,0,CA
1687,Married,81795.0,0,0,10/26/12,74,324,132,693,27,118,88,1,4,11,7,2,0,0,0,0,0,0,0,SP
1688,Married,59594.0,0,1,10/20/12,74,457,4,29,0,0,9,1,8,1,7,7,0,1,0,0,0,0,0,SP
1689,Together,18492.0,1,0,6/5/14,75,2,2,2,2,1,1,1,1,0,2,8,0,0,0,0,0,0,0,SP
1690,Single,94472.0,0,1,4/3/14,75,1017,33,417,108,100,16,1,5,5,5,5,0,1,1,0,0,0,0,SP
1691,Single,70337.0,0,0,1/2/14,75,187,81,149,25,43,91,1,2,2,12,1,0,0,0,0,0,0,0,US
1692,Single,34853.0,1,1,12/23/13,75,9,3,15,2,3,2,2,2,0,3,6,0,0,0,0,0,0,0,GER
1694,Single,16269.0,1,0,8/30/13,75,19,3,18,3,1,0,3,3,0,3,8,0,0,0,0,0,0,0,SP
1695,Together,50272.0,1,0,8/7/13,75,99,13,66,43,8,4,3,4,1,5,7,0,0,0,0,0,0,0,AUS
1696,Single,22804.0,1,0,7/31/13,75,14,1,7,2,1,1,1,2,0,2,9,0,0,0,0,0,0,0,SA
1697,Single,22804.0,1,0,7/31/13,75,14,1,7,2,1,1,1,2,0,2,9,0,0,0,0,0,0,0,SP
1698,Married,30631.0,1,0,7/12/13,75,15,6,20,4,5,20,1,3,1,2,7,0,0,0,0,0,0,0,SA
1699,Single,78420.0,0,0,6/29/13,75,604,28,674,91,28,28,1,3,10,8,1,0,0,0,0,0,0,0,SA
1700,Single,81741.0,0,0,6/16/13,75,249,153,940,58,134,38,0,6,6,7,2,0,0,0,0,0,0,0,SP
1701,Married,25721.0,1,0,5/21/13,75,1,3,6,3,6,15,1,1,1,2,7,0,0,0,0,0,1,0,AUS
1702,Single,31907.0,0,0,3/4/13,75,33,87,64,175,16,74,1,6,1,6,7,0,0,0,0,0,0,0,GER
1703,Divorced,37859.0,1,2,1/12/13,75,22,1,8,2,1,2,2,1,0,3,8,0,0,0,0,0,0,0,CA
1704,Together,30261.0,1,2,9/25/12,75,8,0,5,0,3,6,1,0,0,3,8,0,0,0,0,0,0,0,SP
1705,Together,21645.0,1,0,9/3/12,75,14,0,23,4,5,19,3,3,0,3,9,0,0,0,0,0,1,0,GER
1706,Divorced,21282.0,1,0,5/11/14,76,1,5,8,4,8,20,2,2,1,2,6,0,0,0,0,0,0,0,SP
1707,Together,32144.0,1,1,3/23/14,76,41,0,10,0,0,3,4,2,1,3,7,0,1,0,0,0,0,0,IND
1708,Divorced,62637.0,0,1,3/1/14,76,104,12,48,4,12,5,1,2,2,5,2,0,0,0,0,0,0,0,CA
1709,Together,16626.0,2,0,1/15/14,76,8,3,22,21,1,13,3,3,0,3,9,0,0,0,0,0,0,0,SA
1710,Married,54690.0,1,1,11/7/13,76,111,16,37,7,9,18,3,3,1,5,3,0,0,0,0,0,0,0,SP
1711,Married,54690.0,1,1,11/7/13,76,111,16,37,7,9,18,3,3,1,5,3,0,0,0,0,0,0,0,SP
1712,Single,61284.0,0,0,10/12/13,76,618,15,106,20,7,45,1,11,2,8,6,0,1,0,0,0,0,0,SP
1713,Married,23718.0,1,0,9/2/13,76,6,3,14,15,7,36,3,3,1,2,7,0,0,0,0,0,0,0,AUS
1714,Single,33419.0,0,1,8/17/13,76,56,0,12,0,0,18,2,2,0,4,7,0,0,0,0,0,0,0,SP
1715,Divorced,82025.0,0,0,5/28/13,76,267,98,606,48,70,98,1,3,2,6,1,0,0,1,0,0,1,0,SA
1716,Single,15056.0,1,1,5/3/13,76,6,12,3,21,6,40,5,2,2,3,5,0,0,0,0,0,0,0,SP
1717,Married,48192.0,0,0,4/6/13,76,1039,43,204,153,58,29,3,2,8,12,8,0,1,0,1,1,1,0,CA
1718,Together,67309.0,1,1,1/23/13,76,515,47,181,149,95,95,15,9,6,9,7,0,0,0,0,0,0,0,SP
1719,Widow,66033.0,0,1,1/20/13,76,293,35,179,46,59,65,2,8,3,7,7,0,0,0,0,0,0,0,IND
1720,Single,28769.0,1,0,12/18/12,76,41,5,129,10,3,3,3,4,1,4,9,0,0,0,0,0,0,0,SP
1721,Together,6835.0,0,1,12/8/12,76,107,2,12,2,2,12,0,0,0,1,20,0,0,0,0,0,0,0,CA
1722,Married,32880.0,1,0,12/4/12,76,8,4,15,7,6,2,1,1,0,3,8,0,0,0,0,0,0,0,SP
1723,Single,23616.0,1,0,11/17/12,76,4,22,11,3,7,32,2,3,0,3,8,0,0,0,0,0,1,0,SP
1724,Married,19419.0,1,0,11/10/12,76,2,14,28,16,3,7,4,4,0,3,9,0,0,0,0,0,0,0,IND
1725,Married,34961.0,1,0,6/19/14,77,45,2,26,4,1,1,3,3,1,3,7,0,0,0,0,0,0,0,SP
1726,Divorced,64892.0,0,1,5/29/14,77,527,24,230,32,24,65,2,6,4,12,4,0,0,0,0,0,0,0,SA
1727,Married,16248.0,1,0,5/10/14,77,12,11,10,3,12,9,3,2,1,3,6,0,0,0,0,0,0,0,IND
1728,Together,43776.0,1,0,5/3/14,77,8,0,9,2,1,3,1,1,0,2,6,0,0,0,0,0,0,0,SP
1729,Single,52074.0,0,1,4/4/14,77,59,0,12,0,0,48,1,2,2,2,4,1,0,0,0,0,0,0,IND
1730,Widow,22123.0,0,0,3/27/14,77,3,3,24,34,7,31,1,2,1,3,5,0,0,0,0,0,0,0,AUS
1731,Single,35544.0,1,0,3/8/14,77,30,5,23,4,1,4,1,2,0,3,7,0,0,0,0,0,0,0,SA
1732,Married,59060.0,1,0,1/11/14,77,35,40,111,36,40,12,3,3,1,7,4,0,0,0,0,0,0,0,SP
1733,Married,65665.0,0,1,12/2/13,77,225,162,387,106,36,29,1,5,10,8,3,0,0,0,0,0,0,0,SP
1734,Divorced,29819.0,1,0,10/24/13,77,9,1,24,2,1,2,3,3,0,3,6,0,0,0,0,0,0,0,SP
1735,Single,81217.0,0,0,7/19/13,77,493,70,324,146,40,84,1,3,7,11,1,0,0,0,0,0,0,0,SP
1736,Single,81217.0,0,0,7/19/13,77,493,70,324,146,40,84,1,3,7,11,1,0,0,0,0,0,0,0,SP
1737,Single,26095.0,1,0,6/30/13,77,11,7,9,3,1,11,1,1,0,3,7,0,0,0,0,0,0,0,SP
1738,Divorced,65706.0,0,0,6/28/13,77,918,10,129,13,0,129,1,11,3,12,7,0,1,1,0,1,1,0,CA
1739,Divorced,31859.0,1,0,6/14/13,77,3,1,3,8,0,5,1,1,0,2,7,0,0,0,0,0,0,0,SA
1740,Married,93027.0,0,0,4/13/13,77,1285,42,716,55,0,21,0,7,10,5,2,0,0,1,0,0,0,0,SP
1741,Divorced,58710.0,0,1,3/31/13,77,440,81,368,0,122,174,6,11,5,9,6,0,0,0,0,0,0,0,AUS
1742,Together,49618.0,1,1,1/26/13,77,80,3,26,4,2,14,4,3,1,3,7,0,0,0,0,0,0,0,SP
1743,Single,58308.0,0,1,1/12/13,77,691,0,69,10,0,130,4,2,6,3,8,0,0,0,0,0,0,0,SP
1744,Married,40800.0,1,2,1/1/13,77,24,0,27,8,30,10,2,3,0,3,7,0,0,0,0,0,0,1,SP
1745,Married,18690.0,0,0,12/28/12,77,6,1,7,23,4,19,1,1,1,2,8,0,0,0,0,0,0,0,SP
1746,Married,18690.0,0,0,12/28/12,77,6,1,7,23,4,19,1,1,1,2,8,0,0,0,0,0,0,0,GER
1747,Married,18690.0,0,0,12/28/12,77,6,1,7,23,4,19,1,1,1,2,8,0,0,0,0,0,0,0,SP
1748,Together,28087.0,1,1,12/11/12,77,53,8,17,13,0,21,3,2,2,2,7,0,0,0,0,0,0,0,IND
1749,Together,75702.0,1,1,8/29/12,77,650,28,353,45,42,30,5,4,6,11,8,0,0,0,0,0,0,0,SA
1750,Together,32892.0,1,0,5/25/14,78,26,0,15,2,1,2,2,3,0,3,8,0,0,0,0,0,0,0,SA
1751,Together,32892.0,1,0,5/25/14,78,26,0,15,2,1,2,2,3,0,3,8,0,0,0,0,0,0,0,SP
1752,Together,89120.0,0,0,3/17/14,78,1168,92,408,72,129,55,1,5,6,7,1,0,0,1,0,0,0,0,SP
1753,Married,27116.0,1,1,3/2/14,78,12,1,21,2,2,3,2,2,0,3,7,0,0,0,0,0,0,0,SA
1754,Single,46107.0,1,0,2/10/14,78,31,9,27,16,9,33,1,1,1,4,3,0,0,0,0,0,0,0,SA
1755,Single,54466.0,1,1,2/9/14,78,12,0,4,0,0,0,1,1,0,2,5,0,0,0,0,0,0,0,SP
1756,Single,59686.0,0,1,1/25/14,78,89,15,89,34,42,5,1,4,1,6,4,0,0,0,0,0,0,0,CA
1757,Divorced,82460.0,0,0,12/2/13,78,255,47,573,52,32,15,1,5,3,6,1,0,0,0,0,0,0,0,SA
1758,Single,76045.0,0,0,11/15/13,78,760,53,400,17,93,0,1,4,5,11,2,0,0,0,1,0,0,0,SP
1759,Divorced,83829.0,0,0,10/8/13,78,897,161,430,186,161,27,0,4,7,6,1,1,0,1,1,0,1,0,SP
1760,Divorced,83829.0,0,0,10/8/13,78,897,161,430,186,161,27,0,4,7,6,1,1,0,1,1,0,1,0,SP
1761,Together,32889.0,1,1,9/6/13,78,28,0,13,4,2,8,3,2,1,3,5,0,0,0,0,0,0,0,SP
1762,Divorced,33462.0,1,0,8/7/13,78,22,3,18,0,0,11,1,2,0,3,7,0,0,0,0,0,0,0,SA
1763,Divorced,36627.0,2,0,7/23/13,78,9,1,5,0,0,1,1,0,0,3,5,0,0,0,0,0,0,0,SA
1764,Married,28718.0,1,0,7/13/13,78,12,4,6,11,8,16,2,2,0,3,8,0,0,0,0,0,0,0,IND
1765,Married,77981.0,1,0,5/26/13,78,138,120,204,16,126,60,3,7,4,7,5,0,0,0,0,0,0,0,SP
1766,Single,60230.0,0,1,5/20/13,78,520,20,367,39,81,40,2,6,3,6,5,0,0,0,0,0,0,0,SP
1767,Together,74918.0,0,0,3/12/13,78,972,59,913,25,19,59,1,5,9,6,3,0,0,1,0,0,0,0,SP
1768,Single,40464.0,0,1,1/11/13,78,424,17,118,7,23,41,6,8,2,8,8,0,0,0,0,0,0,0,SP
1769,Single,64857.0,0,0,11/23/12,78,556,14,717,210,0,43,1,7,5,10,4,0,0,0,0,0,0,0,SP
1770,Single,64857.0,0,0,11/23/12,78,556,14,717,210,0,43,1,7,5,10,4,0,0,0,0,0,0,0,CA
1771,Together,63381.0,0,1,10/5/12,78,571,50,142,33,50,159,4,4,5,13,2,0,0,0,0,0,0,0,SP
1772,Together,63381.0,0,1,10/5/12,78,571,50,142,33,50,159,4,4,5,13,2,0,0,0,0,0,0,0,SP
1773,Together,66664.0,0,0,9/25/12,78,398,96,447,220,96,32,1,5,7,6,3,0,0,0,0,0,0,0,SP
1774,Together,66664.0,0,0,9/25/12,78,398,96,447,220,96,32,1,5,7,6,3,0,0,0,0,0,0,0,SA
1775,Single,86358.0,1,1,8/8/12,78,957,47,494,82,47,95,4,5,3,6,8,0,0,0,0,0,0,0,SP
1776,Married,41443.0,1,0,4/1/14,79,171,7,171,25,19,89,6,8,1,5,8,0,0,0,0,0,0,0,SA
1777,Married,57072.0,0,1,1/24/14,79,944,0,60,0,0,30,2,7,5,13,5,1,0,0,0,0,0,0,CA
1778,Together,54178.0,0,1,1/21/14,79,135,9,39,4,0,7,1,2,2,5,2,0,0,0,0,0,0,0,GER
1779,Single,48767.0,1,2,1/1/14,79,28,1,21,3,0,10,3,2,1,3,5,0,0,0,0,0,0,0,AUS
1780,Single,51124.0,1,1,12/18/13,79,26,1,11,0,1,4,2,1,0,3,3,0,0,0,0,0,0,0,CA
1781,Single,43020.0,1,0,11/30/13,79,45,7,99,4,25,43,3,4,1,4,6,0,0,0,0,0,0,0,US
1782,Single,49980.0,0,1,10/23/13,79,104,1,54,13,9,14,2,3,1,5,5,0,0,0,0,0,0,0,IND
1783,Single,72906.0,0,0,9/17/13,79,400,32,519,71,75,54,1,3,4,9,1,0,0,0,0,0,0,0,SP
1784,Together,25176.0,1,1,8/10/13,79,4,0,4,0,0,5,1,1,0,2,7,0,0,0,0,0,0,0,GER
1785,Together,96876.0,0,0,8/6/13,79,908,43,735,40,194,21,1,7,7,9,2,0,1,1,1,0,1,0,SP
1786,Married,31086.0,1,1,5/4/13,79,16,2,11,3,0,16,2,1,1,2,8,1,0,0,0,0,0,0,GER
1787,Single,24072.0,1,0,4/16/13,79,9,1,6,3,0,4,1,1,0,2,8,0,0,0,0,0,0,0,SP
1788,Divorced,76773.0,0,0,2/25/13,79,516,56,449,86,33,16,1,2,2,11,1,0,0,0,0,0,0,0,SP
1789,Married,72190.0,0,0,2/13/13,79,597,166,597,172,166,249,1,5,6,4,3,0,0,0,0,0,0,0,AUS
1790,Married,83837.0,0,0,12/16/12,79,847,66,119,86,89,111,1,9,10,5,4,0,1,0,1,0,1,0,IND
1791,Married,17345.0,1,0,11/3/12,79,4,9,16,17,0,12,2,2,1,2,8,0,0,0,0,0,0,0,SP
1792,Single,75154.0,0,1,9/4/12,79,543,10,205,160,143,82,1,6,3,6,3,0,0,0,0,0,1,0,US
1793,Married,28249.0,0,0,6/15/14,80,1,9,7,2,14,10,1,2,0,3,6,0,0,0,0,0,0,0,IND
1794,Married,28249.0,0,0,6/15/14,80,1,9,7,2,14,10,1,2,0,3,6,0,0,0,0,0,0,0,SP
1795,Married,69661.0,0,0,5/13/14,80,656,16,106,32,16,8,1,7,3,12,3,0,0,0,0,0,0,0,IND
1796,Together,27922.0,1,0,5/10/14,80,11,0,13,2,4,11,1,2,0,3,4,0,0,0,0,0,0,0,SA
1797,Together,45903.0,0,1,4/23/14,80,33,8,10,2,10,3,2,2,1,3,4,0,0,0,0,0,0,0,SA
1798,Single,36273.0,1,0,4/16/14,80,29,3,30,3,2,9,2,3,0,3,6,0,0,0,0,0,0,0,SP
1799,Married,70777.0,0,1,2/25/14,80,554,35,113,0,7,78,3,5,3,12,3,0,0,0,0,0,0,0,SP
1800,Married,17148.0,1,0,1/28/14,80,9,9,11,13,10,16,4,3,1,3,8,0,0,0,0,0,0,0,CA
1801,Together,66476.0,0,1,12/4/13,80,742,28,152,25,9,57,2,6,8,10,4,0,0,0,0,0,0,0,GER
1802,Married,45057.0,1,0,12/1/13,80,37,0,7,3,0,3,1,2,0,3,5,0,0,0,0,0,0,0,US
1803,Married,41120.0,1,1,11/6/13,80,24,2,23,0,8,24,3,2,1,3,6,0,0,0,0,0,0,0,SP
1805,Single,19485.0,2,0,9/24/13,80,6,0,4,0,0,0,1,1,0,2,7,0,0,0,0,0,0,0,IND
1806,Together,21840.0,1,0,7/21/13,80,17,0,9,0,0,1,1,1,0,3,9,0,0,0,0,0,0,0,SP
1807,Single,41473.0,1,0,6/19/13,80,21,8,20,15,3,9,1,2,0,3,7,0,0,0,0,0,0,0,SP
1808,Divorced,31395.0,1,1,3/23/13,80,23,1,25,0,8,7,4,2,1,3,6,0,0,0,0,0,0,0,SP
1809,Widow,68117.0,0,1,3/10/13,80,618,44,215,0,17,36,2,11,8,4,6,1,0,0,0,0,1,0,SP
1810,Widow,47682.0,0,1,2/15/13,80,162,61,83,97,57,61,4,4,3,8,5,0,0,0,0,0,0,0,SP
1811,Married,83151.0,0,0,2/10/13,80,968,147,842,137,42,210,1,5,7,10,2,1,0,1,1,0,1,0,SP
1812,Divorced,58086.0,0,1,1/20/13,80,708,7,62,0,0,15,2,11,3,7,8,0,0,0,0,0,0,0,SP
1813,Together,84460.0,0,0,1/4/13,80,152,27,103,106,54,81,0,9,9,4,5,0,1,1,1,1,1,0,SP
1814,Single,66565.0,0,1,12/5/12,80,747,10,161,65,40,42,4,4,2,9,8,0,0,0,0,0,0,0,SP
1815,Divorced,23910.0,1,0,10/26/12,80,16,12,18,7,1,13,1,2,0,3,7,0,0,0,0,0,0,0,SP
1816,Single,35893.0,1,1,10/15/12,80,158,0,23,0,0,18,6,3,1,5,8,0,0,0,0,0,0,0,IND
1817,Divorced,71128.0,1,0,10/6/12,80,958,159,447,20,0,31,3,2,10,12,7,0,0,0,0,0,0,0,US
1818,Together,38683.0,1,0,10/4/12,80,46,35,69,84,41,66,6,4,1,6,7,0,0,0,0,0,0,0,IND
1819,Married,37150.0,1,0,9/11/12,80,167,37,64,49,34,116,8,4,3,6,7,0,0,0,0,0,0,0,US
1820,Married,61064.0,0,1,8/31/12,80,387,126,342,0,45,180,5,8,4,11,6,0,0,0,0,0,0,0,SP
1821,Married,51650.0,0,1,5/11/14,81,152,3,22,2,5,7,1,4,1,4,5,0,0,0,0,0,0,0,IND
1822,Together,55249.0,0,1,4/17/14,81,97,1,19,2,0,11,1,2,1,4,3,0,0,0,0,0,0,0,SP
1823,Single,46854.0,1,1,3/31/14,81,96,1,79,7,1,79,6,5,1,3,8,1,0,0,0,0,1,0,IND
1824,Married,14421.0,0,0,2/17/14,81,0,0,2,3,3,8,1,1,0,2,5,1,0,0,0,0,0,0,SP
1825,Together,54132.0,0,1,2/16/14,81,30,1,8,0,0,3,1,1,0,3,7,0,0,0,0,0,0,0,GER
1826,Divorced,153924.0,0,0,2/7/14,81,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,SP
1827,Married,64813.0,1,0,1/2/14,81,293,0,124,179,97,52,1,7,2,10,5,0,0,0,0,0,0,0,SP
1828,Married,61872.0,0,1,12/13/13,81,330,5,159,36,27,16,4,4,4,9,4,0,0,0,0,0,0,0,CA
1829,Married,58025.0,0,1,11/26/13,81,270,31,88,11,48,22,3,3,2,10,4,0,0,0,0,0,0,0,IND
1830,Married,83790.0,0,0,11/15/13,81,1076,16,417,42,48,16,1,8,10,6,3,0,1,1,0,0,0,0,SA
1831,Together,34350.0,1,0,10/19/13,81,16,3,15,2,1,11,1,1,0,3,7,0,0,0,0,0,0,0,AUS
1832,Widow,33438.0,1,1,9/22/13,81,62,1,16,3,2,6,4,2,1,4,5,0,0,0,0,0,0,0,SP
1833,Married,21955.0,1,0,9/7/13,81,5,1,7,17,14,11,2,2,1,3,6,0,0,0,0,0,0,0,SP
1834,Married,60491.0,0,1,9/6/13,81,637,47,237,12,19,76,4,6,11,7,5,0,0,0,0,0,0,0,SP
1835,Married,59304.0,0,1,7/29/13,81,418,61,428,80,51,10,3,7,8,10,5,0,0,0,0,0,0,0,SP
1836,Married,34421.0,1,0,7/1/13,81,3,3,7,6,2,9,1,1,0,2,7,0,0,0,0,0,0,0,SP
1837,Married,34421.0,1,0,7/1/13,81,3,3,7,6,2,9,1,1,0,2,7,0,0,0,0,0,0,0,SA
1838,Single,51411.0,1,2,5/26/13,81,14,0,3,0,0,1,1,0,0,3,5,0,0,0,0,0,0,0,IND
1839,Divorced,71964.0,0,0,5/20/13,81,587,51,932,180,34,86,1,5,6,5,3,0,0,0,0,0,0,0,SP
1840,Together,64504.0,1,2,3/4/13,81,986,36,168,16,0,108,7,11,3,4,7,0,0,0,0,0,1,0,SP
1841,Married,49678.0,0,1,2/2/13,81,229,5,56,3,2,20,2,6,2,4,7,0,0,0,0,0,0,0,SP
1842,Single,60482.0,0,1,1/23/13,81,255,43,134,37,14,24,1,7,2,7,7,0,0,0,0,0,0,0,SA
1843,Single,55260.0,0,1,12/12/12,81,825,8,53,11,0,242,2,8,10,5,6,0,0,0,0,0,0,0,SA
1844,Widow,67369.0,0,1,11/17/12,81,1298,0,70,37,14,42,4,7,4,10,4,0,1,1,0,0,1,0,SP
1845,Together,47175.0,1,1,10/28/12,81,167,2,44,6,2,19,7,4,2,4,8,1,0,0,0,0,1,0,SA
1846,Divorced,68743.0,0,0,8/30/12,81,1132,134,384,175,134,115,1,11,5,13,7,0,0,0,0,0,0,0,US
1847,Together,56937.0,1,0,8/4/12,81,746,8,125,11,8,8,7,8,6,9,6,0,1,0,0,0,1,0,SP
1848,Together,83033.0,1,0,5/18/14,82,812,99,431,237,149,33,1,11,4,10,5,0,0,0,1,0,0,0,SA
1849,Single,37697.0,1,0,2/7/14,82,34,6,21,11,4,8,1,2,1,3,6,0,0,0,0,0,0,0,IND
1850,Single,37697.0,1,0,2/7/14,82,34,6,21,11,4,8,1,2,1,3,6,0,0,0,0,0,0,0,SP
1851,Married,44689.0,1,1,1/10/14,82,18,0,5,0,0,11,2,1,1,2,7,1,0,0,0,0,0,0,SP
1852,Married,23162.0,1,1,12/21/13,82,8,3,9,19,4,22,3,1,1,3,6,0,0,0,0,0,0,0,CA
1853,Divorced,63033.0,0,0,11/15/13,82,194,61,480,225,112,30,1,3,4,8,2,0,0,0,0,0,0,0,US
1854,Single,40304.0,1,0,9/30/13,82,37,0,17,0,0,3,1,2,0,3,7,0,0,0,0,0,0,0,CA
1855,Married,40059.0,1,0,9/28/13,82,110,29,92,28,10,145,1,6,2,3,8,1,0,0,0,0,0,0,US
1856,Married,80067.0,0,0,9/19/13,82,519,17,813,27,173,51,1,4,6,6,2,0,0,1,0,0,0,0,IND
1857,Single,36038.0,1,0,5/31/13,82,23,0,15,0,2,7,2,3,0,3,6,0,0,0,0,0,0,0,SP
1859,Together,40521.0,1,1,4/5/13,82,12,0,5,0,0,4,1,0,1,2,5,0,0,0,0,0,0,0,SP
1860,Married,66334.0,0,1,4/3/13,82,909,11,218,0,0,23,2,9,3,5,5,0,0,0,0,0,1,0,SP
1861,Single,11012.0,1,0,3/16/13,82,24,3,26,7,1,23,3,3,1,2,9,1,0,0,0,0,0,0,IND
1862,Divorced,31615.0,1,0,3/16/13,82,2,3,20,6,11,9,2,2,0,3,7,0,0,0,0,0,0,0,SP
1864,Married,69098.0,0,0,2/16/13,82,1315,22,780,145,0,178,1,7,8,9,5,0,0,0,0,0,0,0,SP
1865,Widow,70792.0,0,0,2/6/13,82,344,45,654,104,11,114,2,3,4,10,3,0,0,0,0,0,0,0,SP
1866,Married,17688.0,1,0,1/13/13,82,2,2,1,3,1,2,1,1,0,2,8,0,0,0,0,0,0,1,SP
1867,Married,25443.0,1,0,12/22/12,82,1,4,3,8,9,7,1,1,0,3,8,0,0,0,0,0,0,0,SA
1868,Married,57091.0,0,1,11/23/12,82,462,0,24,6,0,4,2,9,2,5,7,0,1,0,0,0,1,0,SP
1869,Single,24336.0,1,0,8/27/12,82,1,6,2,8,2,12,1,1,0,2,7,0,0,0,0,0,0,0,SP
1870,Married,51111.0,1,1,6/19/14,83,22,0,19,6,5,3,2,2,0,3,6,0,0,0,0,0,0,0,SA
1871,Single,44503.0,1,1,4/16/14,83,31,1,8,0,0,8,2,2,0,3,6,0,0,0,0,0,0,0,SP
1872,Married,56850.0,0,1,3/23/14,83,34,1,19,2,7,0,1,1,1,3,2,0,0,0,0,0,0,0,CA
1873,Single,66582.0,0,0,3/3/14,83,789,25,420,16,38,0,1,2,8,9,1,0,0,0,0,0,0,0,SP
1874,Married,23148.0,0,0,2/18/14,83,4,6,8,6,3,10,1,2,0,3,7,0,0,0,0,0,0,0,SP
1875,Married,82224.0,0,0,1/25/14,83,307,26,360,138,31,40,1,6,9,5,3,0,0,0,1,0,0,0,GER
1876,Married,61917.0,1,1,11/20/13,83,46,4,36,2,2,1,1,2,0,4,5,0,0,0,0,0,0,0,SP
1877,Together,43482.0,2,1,11/13/13,83,18,1,32,6,3,28,3,2,0,4,6,0,0,0,0,0,0,0,IND
1878,Divorced,68274.0,1,1,9/30/13,83,135,25,51,23,25,46,2,4,2,5,3,0,0,0,0,0,0,0,SA
1879,Single,42373.0,1,1,8/15/13,83,67,5,61,3,8,19,5,2,1,5,5,0,0,0,0,0,0,0,SP
1881,Single,57537.0,1,0,6/10/13,83,191,56,139,51,8,100,4,4,3,8,4,0,0,0,0,0,0,0,AUS
1882,Widow,80995.0,0,1,5/11/13,83,860,28,409,73,56,56,1,8,9,4,4,0,0,0,0,0,0,0,CA
1883,Divorced,30992.0,1,0,4/22/13,83,17,0,14,7,3,2,1,1,0,3,7,0,0,0,0,0,0,0,CA
1884,Divorced,30992.0,1,0,4/22/13,83,17,0,14,7,3,2,1,1,0,3,7,0,0,0,0,0,0,0,CA
1885,Together,78642.0,0,1,4/21/13,83,1396,0,322,46,35,17,1,4,9,4,6,0,0,0,0,0,0,0,SP
1886,Married,74268.0,0,0,2/14/13,83,199,66,315,97,174,41,1,4,3,5,2,0,0,0,0,0,0,0,SA
1887,Together,75072.0,0,1,1/23/13,83,583,34,309,0,22,125,2,5,4,8,3,0,0,0,0,0,0,0,SP
1888,Together,56253.0,0,1,12/7/12,83,509,0,65,7,11,5,4,7,2,9,6,0,0,0,0,0,0,0,SP
1889,Together,59925.0,0,1,11/30/12,83,473,21,176,19,21,56,3,9,2,9,6,0,0,0,0,0,0,0,SP
1890,Together,62807.0,0,1,8/31/12,83,526,28,135,10,21,99,3,5,3,12,5,0,0,0,0,0,0,0,SP
1891,Together,62807.0,0,1,8/31/12,83,526,28,135,10,21,99,3,5,3,12,5,0,0,0,0,0,0,0,CA
1892,Married,23626.0,1,0,5/24/14,84,27,2,14,0,0,0,3,3,1,3,5,0,0,0,0,0,0,0,GER
1893,Together,46106.0,1,1,5/11/14,84,30,0,8,2,0,14,1,1,1,2,6,0,0,0,0,0,0,0,SA
1894,Married,81168.0,0,0,5/7/14,84,410,0,592,147,22,22,1,6,4,7,3,0,0,0,1,0,0,0,SP
1895,Married,27244.0,1,0,3/7/14,84,6,5,17,3,24,46,2,2,2,2,7,0,0,0,0,0,0,0,SP
1896,Together,26091.0,1,1,2/25/14,84,15,10,19,8,17,20,3,2,1,3,5,0,0,0,0,0,0,0,IND
1897,Together,26091.0,1,1,2/25/14,84,15,10,19,8,17,20,3,2,1,3,5,0,0,0,0,0,0,0,SP
1898,Married,43142.0,1,1,2/18/14,84,5,1,7,2,1,4,1,1,0,2,7,0,0,0,0,0,0,0,AUS
1899,Together,38232.0,1,1,1/17/14,84,43,5,28,7,6,33,4,3,1,3,5,0,0,0,0,0,0,0,SP
1900,Married,92533.0,0,0,12/19/13,84,693,21,118,110,147,42,1,6,5,11,2,0,0,1,1,0,0,0,GER
1901,Widow,63285.0,0,0,11/5/13,84,508,124,249,50,38,134,1,6,5,13,3,0,0,0,0,0,0,0,SP
1902,Together,38946.0,0,1,10/24/13,84,116,6,82,6,6,41,2,3,1,6,5,0,0,0,0,0,0,0,US
1903,Together,38946.0,0,1,10/24/13,84,116,6,82,6,6,41,2,3,1,6,5,0,0,0,0,0,0,0,CA
1904,Married,40233.0,0,1,10/14/13,84,80,4,46,0,17,2,5,2,1,5,6,0,0,0,0,0,0,0,SA
1905,Married,46831.0,1,1,6/8/13,84,22,2,10,6,4,34,2,1,2,2,4,0,0,0,0,0,0,0,SP
